FileName,Keypoint,Pose
Image_2236.jpg,"[(72, 39), None, None, None, None, None, None, None, None, None, None, None, (60, 111), (156, 147), None, (78, 35), None, (90, 39), (252, 7)]",running
Image_2291.jpg,"[(183, 23), (183, 42), (164, 42), (152, 58), (152, 73), (195, 42), (201, 58), (195, 66), (171, 81), None, (177, 143), (189, 81), None, None, (177, 19), (183, 19), (171, 23), None, (0, 167)]",running
Image_2510.jpg,"[None, (100, 4), None, (129, 46), None, (117, 4), None, (67, 55), (112, 76), (95, 135), None, (84, 80), (89, 135), None, None, None, None, None, (235, 152)]",running
Image_2662.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (311, 79)]",running
Image_2669.jpg,"[(127, 127), (127, 144), (119, 144), (115, 161), (115, 161), (135, 144), (143, 156), (139, 156), (123, 173), (123, 202), (127, 231), (135, 179), (131, 202), (123, 231), (127, 127), (131, 127), (123, 127), (131, 127), (180, 5)]",running
Image_2738.jpg,"[(180, 42), (168, 71), (163, 71), None, None, (168, 75), None, None, (163, 101), (185, 122), (185, 151), (168, 97), (146, 122), None, (174, 42), None, (168, 42), None, (253, 156)]",running
Image_2820.jpg,"[None, None, None, None, None, None, None, None, (216, 119), None, None, (230, 116), None, None, None, None, None, None, (314, 122)]",running
Image_3050.jpg,"[(155, 39), (161, 47), (143, 51), (131, 67), (137, 63), (173, 47), (185, 59), (191, 75), (155, 95), (155, 119), None, (173, 91), (167, 119), None, (149, 35), (155, 35), None, (161, 35), (257, 175)]",running
Image_3159.jpg,"[None, (139, 44), (151, 44), None, None, (128, 44), (122, 61), None, (157, 89), (157, 130), (186, 167), (145, 89), (139, 114), (139, 147), None, None, (151, 32), (134, 28), (256, 4)]",running
Image_3258.jpg,"[(125, 50), (119, 75), (96, 75), (79, 104), (96, 104), (136, 71), (148, 96), (148, 121), (108, 134), (108, 167), None, (131, 138), (131, 172), None, (119, 50), (125, 46), (108, 50), (131, 50), (244, 184)]",running
Image_3299.jpg,"[None, None, None, None, None, None, None, None, None, None, (167, 91), None, None, None, None, None, None, None, (0, 179)]",running
Image_3325.jpg,"[None, (165, 44), (186, 41), None, None, (145, 44), (124, 65), (103, 82), (159, 103), (159, 134), None, (179, 103), (179, 134), None, None, None, (172, 31), (159, 31), (304, 13)]",running
Image_3338.jpg,"[None, None, None, (129, 12), (146, 37), None, None, None, (95, 33), (95, 109), None, None, (118, 113), None, None, None, None, None, (247, 113)]",running
Image_3405.jpg,"[None, (151, 43), None, None, None, None, None, None, (157, 98), (151, 133), (151, 157), (157, 98), (163, 129), (157, 161), None, None, None, None, (253, 3)]",running
Image_3479.jpg,"[(95, 137), (95, 149), (103, 149), (107, 167), (103, 161), (83, 149), (71, 155), (75, 167), (91, 185), (91, 203), (79, 227), (83, 179), (87, 209), (79, 227), (95, 137), (95, 137), (95, 137), (91, 137), (179, 197)]",running
Image_3531.jpg,"[(149, 28), (161, 37), (155, 37), None, None, (167, 41), (172, 61), (149, 53), (172, 95), (149, 128), (218, 132), (167, 95), (184, 128), (144, 165), None, (149, 24), None, (155, 24), (253, 4)]",running
Image_3590.jpg,"[None, None, None, None, None, None, None, None, None, None, (131, 163), None, (119, 127), (95, 143), None, None, None, None, (0, 179)]",running
Image_3687.jpg,"[None, (150, 11), (168, 7), (186, 27), None, (138, 11), (126, 27), None, (150, 59), (162, 95), (138, 115), (144, 59), (162, 95), None, None, None, None, None, (252, 7)]",running
Image_3764.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, (135, 92), None, (135, 15), (142, 15), None, None, (277, 84)]",running
Image_3780.jpg,"[None, (137, 40), (142, 40), (179, 67), None, (137, 45), (153, 81), (121, 90), (142, 121), (126, 153), None, (153, 121), (153, 148), None, None, None, None, None, (232, 175)]",running
Image_4032.jpg,"[None, (111, 38), (135, 42), (148, 73), (135, 92), (92, 38), (80, 53), (74, 80), (123, 100), (123, 138), None, (98, 100), (98, 142), (104, 173), None, None, (123, 19), (104, 19), (265, 169)]",running
Image_4123.jpg,"[(105, 54), None, None, None, None, None, None, None, None, None, None, None, None, None, (96, 48), (109, 43), None, None, (193, 5)]",running
Image_4192.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (304, 3)]",running
Image_4262.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (251, 7)]",running
Image_4292.jpg,"[(125, 47), (155, 71), (119, 75), None, None, (191, 71), (215, 115), (191, 131), (143, 151), None, None, (173, 155), None, None, None, (131, 43), None, (155, 43), (155, 0)]",running
Image_4357.jpg,"[(92, 34), (97, 63), (78, 63), (63, 107), (73, 92), (117, 63), (161, 73), (141, 92), (92, 132), (127, 195), None, (122, 136), (97, 185), None, (88, 34), (97, 34), (83, 34), (107, 34), (0, 0)]",running
Image_4388.jpg,"[(180, 33), (185, 46), (174, 46), (168, 63), (168, 54), (197, 46), (213, 54), (213, 71), (191, 88), (191, 113), None, (197, 84), (191, 113), None, (174, 33), (180, 33), None, (191, 33), (236, 189)]",running
Image_4432.jpg,"[None, (185, 43), (173, 43), None, None, (167, 43), (161, 67), (167, 71), (191, 87), (179, 123), (179, 151), (185, 83), (191, 127), (191, 143), None, None, None, (185, 31), (0, 0)]",running
Image_4599.jpg,"[(129, 33), (129, 54), (112, 54), (90, 88), (112, 80), (152, 59), (157, 80), None, (112, 122), (118, 177), None, (140, 122), (129, 172), None, (123, 29), (135, 29), (118, 33), (140, 33), (236, 8)]",running
Image_4694.jpg,"[(146, 63), (140, 71), (140, 71), (152, 80), (152, 71), (135, 71), None, None, (146, 101), (135, 122), (129, 143), (146, 97), (152, 118), (174, 134), (146, 63), (146, 63), (140, 63), None, (219, 0)]",running
Image_4732.jpg,"[(101, 90), (101, 106), (92, 106), (84, 118), None, (113, 106), (118, 123), None, (97, 146), (97, 168), (105, 191), (109, 152), (105, 168), (105, 191), (101, 90), (105, 90), (97, 90), (109, 90), (185, 5)]",running
Image_4867.jpg,"[None, (138, 55), (150, 59), (156, 71), None, (126, 55), (120, 75), (120, 75), (144, 99), (138, 115), None, (132, 95), (138, 115), None, None, None, (144, 43), (132, 43), (270, 7)]",running
Image_4963.jpg,"[(28, 33), (46, 67), (17, 80), None, None, None, None, None, (53, 161), (53, 208), (81, 269), None, (134, 215), (145, 249), (24, 26), (31, 20), None, (42, 26), (155, 276)]",running
Image_5026.jpg,"[None, (74, 50), (68, 46), (74, 67), None, (74, 50), (79, 67), None, (56, 83), (85, 96), None, (51, 83), (56, 109), (39, 146), None, None, None, None, (250, 4)]",running
Image_5065.jpg,"[None, None, None, None, None, None, None, None, (155, 91), (155, 123), (173, 147), (131, 91), (125, 107), (131, 127), None, None, None, None, (0, 0)]",running
Image_5201.jpg,"[(125, 47), (119, 55), (113, 55), (107, 67), (113, 67), (131, 51), (137, 67), (137, 79), (119, 83), (119, 99), (125, 111), (125, 79), (125, 99), (125, 111), (119, 43), (125, 43), (119, 43), (125, 47), (185, 0)]",running
Image_5289.jpg,"[(85, 29), (80, 41), (68, 37), (57, 54), None, (91, 41), (102, 58), (91, 66), (68, 75), (74, 104), None, (85, 75), (85, 96), None, (80, 25), (85, 25), (74, 25), (91, 25), (251, 4)]",running
Image_5336.jpg,"[(208, 25), (202, 43), (189, 43), (182, 65), (195, 65), (221, 43), (215, 62), (221, 69), (195, 87), (195, 116), (195, 135), (208, 91), (208, 120), (202, 138), (202, 21), (208, 21), (195, 25), None, (286, 149)]",running
Image_5375.jpg,"[None, (107, 39), (107, 39), None, None, (107, 39), (119, 47), None, (107, 55), (83, 107), (77, 143), (107, 55), (83, 107), (77, 143), None, None, None, None, (0, 175)]",running
Image_5430.jpg,"[None, (82, 92), (82, 92), (76, 100), (82, 104), (76, 92), (70, 100), (82, 104), (76, 108), (82, 120), (88, 136), (76, 108), (76, 120), (88, 136), None, None, (82, 88), (82, 88), (260, 4)]",running
Image_5477.jpg,"[None, None, None, None, None, None, None, None, (107, 23), (113, 91), None, (137, 19), (143, 47), (149, 95), None, None, None, None, (251, 7)]",running
Image_5683.jpg,"[None, (137, 56), (142, 56), (142, 76), None, (125, 56), (148, 76), None, (142, 96), (137, 128), (142, 148), (125, 96), (119, 124), (107, 144), None, None, None, (131, 44), (268, 160)]",running
Image_5765.jpg,"[None, (206, 31), (192, 31), (165, 41), None, (220, 31), None, None, None, None, (268, 138), None, None, (268, 138), None, None, None, (206, 13), (310, 6)]",running
Image_5784.jpg,"[(79, 53), (91, 77), (79, 71), (131, 113), None, (107, 77), None, None, (83, 149), (71, 197), None, (103, 149), (91, 197), (103, 245), (79, 47), (87, 47), None, (95, 47), (179, 11)]",running
Image_5840.jpg,"[(92, 34), (102, 58), (88, 58), None, None, (112, 58), (112, 88), (88, 73), (92, 107), (122, 117), (132, 146), (112, 107), (88, 151), (78, 200), (88, 34), (92, 29), None, (107, 34), (0, 0)]",running
Image_5935.jpg,"[(107, 19), (101, 35), (89, 35), (77, 55), (95, 55), (113, 39), (113, 55), None, (89, 87), (89, 115), (83, 131), (107, 87), (107, 119), (107, 159), (101, 15), (113, 15), (101, 15), (113, 19), (0, 179)]",running
Image_5980.jpg,"[None, (189, 47), (202, 43), (215, 62), (208, 69), (169, 47), (163, 62), None, (202, 91), (176, 124), (195, 153), (176, 91), (195, 131), None, None, None, (195, 32), None, (0, 0)]",running
Image_6063.jpg,"[(83, 19), (83, 39), (65, 39), (59, 59), (65, 75), (107, 35), (113, 59), None, (71, 79), (77, 103), (71, 127), (89, 79), (89, 103), None, (77, 19), (83, 19), (71, 19), (89, 19), (77, 0)]",running
Image_6208.jpg,"[None, None, None, None, None, None, None, None, (69, 124), (50, 142), None, (82, 41), (120, 154), None, None, None, None, None, (0, 165)]",running
Image_6249.jpg,"[None, (117, 36), (97, 36), (91, 73), None, (136, 40), None, None, (104, 105), (104, 131), (104, 157), (130, 105), (130, 135), (123, 160), None, None, None, None, (286, 3)]",running
Image_6292.jpg,"[(113, 18), (132, 30), (126, 30), (126, 64), (113, 52), (145, 30), (163, 49), (157, 71), (138, 79), None, (195, 128), (151, 79), (119, 105), None, None, (119, 15), None, (126, 15), (277, 3)]",running
Image_6336.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (0, 0)]",running
Image_6423.jpg,"[None, (137, 51), (137, 55), (125, 75), (143, 79), (131, 51), None, None, (131, 99), (149, 135), (119, 167), (137, 99), (143, 135), None, None, None, (137, 39), None, (263, 3)]",running
Image_6472.jpg,"[None, None, None, (160, 74), None, (205, 40), None, None, (185, 148), None, None, None, None, None, None, None, None, None, (0, 0)]",running
Image_6527.jpg,"[None, (137, 59), None, None, None, (125, 55), None, None, (137, 91), None, None, (119, 91), (143, 127), None, None, None, None, None, (263, 3)]",running
Image_6552.jpg,"[(77, 35), (83, 51), (65, 55), None, None, (101, 51), (119, 79), (101, 83), (77, 103), (95, 163), None, (107, 107), None, None, (71, 31), (83, 31), (65, 35), (89, 31), (269, 135)]",running
Image_6646.jpg,"[(110, 27), (98, 38), (79, 38), (67, 42), (61, 58), (110, 42), None, None, (91, 77), (98, 105), (85, 140), (79, 77), (79, 101), None, (110, 23), (116, 23), (104, 23), None, (257, 7)]",running
Image_6727.jpg,"[(146, 59), (129, 63), (118, 59), (95, 59), None, (140, 67), (90, 59), (67, 63), (101, 93), (140, 101), (112, 131), (101, 93), None, (61, 63), (146, 55), None, (135, 50), None, (236, 8)]",running
Image_6745.jpg,"[None, (66, 74), None, None, None, (73, 74), None, None, (60, 101), (66, 121), (66, 144), (66, 101), (66, 121), (73, 148), None, None, None, None, (273, 117)]",running
Image_6832.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (311, 0)]",running
Image_6869.jpg,"[(100, 25), (114, 46), (91, 46), None, None, (128, 41), (146, 57), None, (105, 109), (100, 150), (114, 166), (119, 109), (100, 150), (91, 223), (100, 20), (105, 20), None, (114, 20), (0, 233)]",running
Image_6991.jpg,"[None, (136, 44), (156, 48), (161, 68), None, (127, 44), None, None, (141, 92), None, (122, 210), None, None, None, None, None, (146, 24), (141, 24), (215, 4)]",running
Image_7010.jpg,"[None, (134, 116), (152, 111), (170, 127), (161, 137), (120, 116), (111, 137), None, (143, 153), (138, 175), (143, 196), (129, 153), (134, 175), (129, 201), None, None, (143, 95), (129, 95), (40, 238)]",running
Image_7046.jpg,"[None, None, None, None, None, None, None, None, None, None, (138, 143), None, None, None, (126, 35), None, (114, 35), None, (132, 179)]",running
Image_7096.jpg,"[(94, 44), (111, 60), (86, 66), (77, 94), None, (124, 55), (146, 55), (146, 55), (111, 121), (137, 171), (163, 205), (129, 116), (163, 83), (107, 171), (94, 38), (99, 38), None, (111, 38), (189, 5)]",running
Image_7153.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (0, 157)]",running
Image_7227.jpg,"[(89, 23), (89, 43), (77, 43), (77, 59), None, (107, 43), (119, 59), (113, 67), (83, 87), (89, 115), (89, 151), (101, 87), (101, 115), (101, 131), (83, 19), (95, 19), (83, 23), (101, 23), (251, 179)]",running
Image_7243.jpg,"[None, (156, 78), (151, 78), (136, 97), (136, 122), (156, 78), None, None, (156, 127), (180, 166), (200, 200), (146, 127), (127, 171), (88, 180), None, None, (156, 63), None, (215, 4)]",running
Image_7385.jpg,"[(149, 27), (155, 43), (143, 43), (143, 59), None, (173, 39), (179, 51), None, (167, 87), None, None, (155, 87), (161, 111), None, (149, 27), (155, 23), None, (161, 23), (251, 179)]",running
Image_7401.jpg,"[(114, 59), (119, 100), (83, 96), None, None, (155, 105), (171, 160), (129, 137), None, None, None, None, None, None, (109, 55), (124, 55), (103, 59), (135, 64), (62, 206)]",running
Image_7511.jpg,"[(208, 18), (215, 32), (215, 32), None, None, (228, 32), (228, 47), (215, 54), (215, 65), None, None, (221, 65), None, None, None, (215, 18), None, (215, 18), (182, 0)]",running
Image_7631.jpg,"[None, (202, 58), (234, 58), None, None, (202, 58), (202, 69), (247, 69), (228, 91), (228, 116), (208, 131), (208, 84), (234, 116), (267, 131), None, (195, 47), None, (195, 47), (19, 164)]",running
Image_7721.jpg,"[None, None, None, None, None, None, None, (226, 70), (124, 75), (97, 119), (64, 154), None, None, None, None, None, None, None, (5, 194)]",running
Image_7787.jpg,"[None, None, None, None, None, None, None, None, None, (203, 87), None, None, (197, 87), (197, 135), None, None, None, None, (251, 7)]",running
Image_7816.jpg,"[(137, 63), (137, 75), (125, 75), (119, 91), (131, 95), (149, 79), None, None, (131, 111), (131, 131), (137, 155), (137, 111), (143, 127), (131, 155), (137, 59), (143, 59), (131, 63), None, (0, 0)]",running
Image_7822.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (277, 11)]",running
Image_7829.jpg,"[None, (47, 54), (63, 54), None, None, (31, 54), (26, 81), None, None, None, None, (52, 104), (63, 140), (89, 158), None, None, (52, 36), (42, 36), (232, 81)]",running
Image_7905.jpg,"[None, (130, 36), (123, 36), (150, 62), None, (117, 40), (110, 54), (104, 58), (136, 76), (130, 113), None, (123, 80), (123, 113), None, None, None, None, (123, 29), (286, 146)]",running
Image_7981.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (286, 3)]",running
Image_8010.jpg,"[None, (166, 84), None, None, None, None, None, None, (178, 100), (184, 120), (202, 144), (172, 100), (160, 120), (172, 140), None, None, None, None, (250, 8)]",running
Image_8021.jpg,"[(107, 59), (107, 75), (89, 75), (77, 103), (95, 99), (125, 75), (137, 95), None, (101, 135), (101, 163), None, (119, 131), (113, 159), None, (107, 55), (113, 55), (101, 59), (119, 55), (137, 3)]",running
Image_8065.jpg,"[None, None, None, (156, 119), (190, 101), None, None, None, None, None, None, None, None, None, None, None, None, None, (13, 143)]",running
Image_8097.jpg,"[(73, 24), (88, 39), (78, 44), (78, 68), (58, 68), (97, 39), (127, 44), (117, 68), (107, 97), (122, 146), None, (102, 97), (78, 136), (88, 176), None, (73, 19), None, (83, 19), (215, 4)]",running
Image_8130.jpg,"[(106, 80), (112, 88), (101, 88), (101, 105), (101, 113), (123, 88), (129, 101), None, (101, 118), (95, 134), None, (118, 118), None, None, (106, 80), (112, 80), (106, 80), (118, 80), (236, 8)]",running
Image_8156.jpg,"[None, (168, 43), (180, 47), (186, 59), (156, 55), (162, 39), (138, 47), (156, 55), (174, 67), (192, 115), (192, 159), (168, 67), (150, 119), (108, 131), None, None, (174, 27), None, (6, 175)]",running
Image_8210.jpg,"[None, (112, 58), (126, 58), (146, 73), (136, 97), (97, 58), (92, 77), (87, 82), (126, 107), (97, 146), None, (112, 107), (97, 146), None, None, None, (116, 43), (97, 43), (219, 63)]",running
Image_8279.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, (119, 95), (119, 127), None, None, None, None, (5, 175)]",running
Image_8358.jpg,"[None, None, None, None, None, None, None, None, (123, 112), (135, 135), (228, 174), (117, 116), (104, 139), (111, 170), None, None, None, None, (6, 170)]",running
Image_8378.jpg,"[(123, 25), (123, 37), (112, 37), (106, 54), (101, 63), (140, 37), (152, 59), (146, 59), (118, 71), (129, 122), (146, 134), (129, 71), (118, 126), (118, 164), (118, 21), (123, 21), (112, 25), (129, 21), (253, 0)]",running
Image_8409.jpg,"[(161, 39), (167, 59), (155, 59), (155, 79), None, (179, 55), None, None, (161, 99), (161, 123), None, (179, 95), (173, 119), None, None, (161, 39), None, (161, 39), (0, 179)]",running
Image_8518.jpg,"[(52, 28), (49, 42), (36, 38), (76, 63), None, None, None, None, (42, 81), (47, 106), (49, 141), (61, 92), (56, 120), (56, 145), (47, 24), (54, 24), (42, 24), None, (99, 152)]",running
Image_8548.jpg,"[None, (157, 63), (152, 63), None, None, (157, 63), None, None, None, None, None, None, None, None, None, None, None, None, (247, 4)]",running
Image_8629.jpg,"[None, (71, 149), (75, 149), (83, 155), (87, 167), (63, 149), (59, 161), (55, 167), (75, 167), (71, 191), None, (67, 173), (63, 197), (63, 215), None, None, (71, 137), (67, 137), (167, 11)]",running
Image_8663.jpg,"[(120, 22), (110, 36), (104, 40), (83, 59), (104, 68), (110, 36), None, None, (110, 90), (125, 127), (130, 163), (99, 90), (83, 127), None, (120, 18), None, (115, 22), None, (230, 4)]",running
Image_8668.jpg,"[None, (83, 55), (89, 55), (95, 67), None, (71, 55), (65, 63), None, (89, 91), (101, 111), (107, 143), (77, 91), (65, 115), (41, 131), None, None, None, None, (263, 3)]",running
Image_8692.jpg,"[(169, 21), (176, 40), (163, 43), (156, 62), (156, 69), (195, 40), (208, 54), (195, 65), (169, 91), (176, 113), (182, 146), (195, 91), (195, 116), (202, 131), (169, 21), (169, 21), None, (176, 21), (0, 164)]",running
Image_8710.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (286, 3)]",running
Image_8961.jpg,"[None, None, None, None, None, None, None, None, None, (101, 124), (101, 151), None, (101, 124), (101, 151), None, None, None, None, (213, 191)]",running
Image_8990.jpg,"[None, None, None, None, None, None, None, None, None, (130, 21), None, None, (123, 54), None, None, None, None, None, (286, 3)]",running
Image_9079.jpg,"[(117, 48), (112, 68), (97, 68), (83, 92), (88, 102), (127, 63), (132, 92), None, (97, 107), (107, 141), (112, 185), (117, 107), (112, 136), None, (112, 44), (117, 44), (107, 48), None, (215, 4)]",running
Image_9144.jpg,"[None, (180, 39), (200, 34), (215, 63), (210, 68), (166, 44), (132, 78), None, (190, 97), None, None, (171, 102), None, None, None, None, (185, 19), (166, 24), (215, 4)]",running
Image_9164.jpg,"[(158, 50), (158, 66), (146, 62), None, (152, 70), (171, 66), (177, 77), (171, 73), (152, 93), (158, 120), (158, 147), (164, 93), (158, 120), (152, 143), (158, 46), (164, 46), (152, 46), (164, 50), (250, 0)]",running
Image_9224.jpg,"[None, (198, 29), (198, 29), None, None, (198, 29), (210, 44), (191, 55), (204, 63), (178, 96), (198, 130), (210, 63), (217, 89), (242, 144), None, None, None, (198, 26), (268, 7)]",running
Image_9265.jpg,"[None, (101, 42), (118, 42), None, None, (84, 42), (56, 63), (61, 42), (118, 97), (56, 97), (168, 84), (101, 101), (56, 97), (45, 147), None, None, None, (95, 21), (0, 181)]",running
Image_9328.jpg,"[(131, 52), (119, 60), (113, 60), (113, 76), (125, 72), (125, 60), None, None, (107, 92), (101, 112), (83, 136), (113, 92), (119, 116), (113, 136), (131, 52), None, (125, 52), None, (256, 176)]",running
Image_9388.jpg,"[None, (148, 30), (142, 34), (166, 46), None, (154, 30), (166, 46), (160, 53), (148, 69), (148, 115), None, (148, 69), (135, 111), (129, 153), None, None, (148, 15), None, (277, 0)]",running
Image_9429.jpg,"[None, None, None, None, None, None, None, None, (59, 19), (65, 59), (71, 103), None, (59, 59), (71, 107), None, None, None, None, (263, 11)]",running
Image_9479.jpg,"[None, (90, 63), (102, 63), (102, 79), None, (78, 59), None, None, (84, 95), None, None, None, None, None, None, None, None, None, (264, 83)]",running
Image_9518.jpg,"[(127, 48), (122, 83), (102, 78), None, None, (141, 88), (141, 141), None, None, (39, 122), None, None, None, None, (117, 39), (136, 39), None, (146, 48), (215, 210)]",running
